# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "Saccharomyces_cerevisiae.R64-1-1.106.gtf" "-o" "result.txt" "./Aligned_Files/ERR2198545.sam" "./Aligned_Files/ERR2198546.sam" "./Aligned_Files/ERR2198547.sam" "./Aligned_Files/ERR2198548.sam" "./Aligned_Files/ERR2198593.sam" "./Aligned_Files/ERR2198594.sam" "./Aligned_Files/ERR2198595.sam" "./Aligned_Files/ERR2198596.sam" 
Geneid	Chr	Start	End	Strand	Length	./Aligned_Files/ERR2198545.sam	./Aligned_Files/ERR2198546.sam	./Aligned_Files/ERR2198547.sam	./Aligned_Files/ERR2198548.sam	./Aligned_Files/ERR2198593.sam	./Aligned_Files/ERR2198594.sam	./Aligned_Files/ERR2198595.sam	./Aligned_Files/ERR2198596.sam
YIL009C-A	IX;IX	335666;335937	335935;336212	-;-	546	164	205	165	158	150	170	200	169
YIL061C	IX	244657	245559	-	903	147	194	154	210	166	167	133	142
YIR040C	IX	433389	433721	-	333	11	10	8	5	11	2	2	7
YIL102C	IX	174582	174887	-	306	11	10	3	4	12	9	10	6
YIL069C	IX;IX	231553;232367	231957;232369	-;-	408	760	744	678	670	639	641	578	509
YIR016W	IX	382628	383425	+	798	1210	1214	1097	1138	1270	1392	1205	1208
YIR021W	IX	397294	398385	+	1092	69	73	78	75	63	58	77	76
YIL172C	IX	16784	18553	-	1770	0	0	0	0	0	2	0	0
YIL072W	IX	226602	228419	+	1818	151	161	140	116	156	137	144	130
YIL058W	IX	246914	247198	+	285	10	16	9	13	26	21	18	4
YIL047C	IX	265115	267823	-	2709	742	866	700	652	588	638	522	539
YIL015W	IX	322342	324105	+	1764	437	461	451	506	409	434	382	356
YIR005W	IX	364889	365335	+	447	103	138	120	107	70	74	68	60
YIL116W	IX	142928	144085	+	1158	2182	2348	1996	1953	1290	1387	1076	1207
YIL003W	IX	349122	350003	+	882	364	346	356	323	304	294	261	253
YIL082W-A	IX	205635	210132	+	4498	121	131	121	118	131	133	108	110
YCR031C	III;III	177500;178214	177906;178220	-;-	414	890	886	766	772	780	758	672	644
YCL011C	III	102075	103358	-	1284	2419	2422	2265	2125	2047	2181	1798	1796
YCL040W	III	50838	52340	+	1503	8363	8452	7514	7385	8347	8701	7770	7662
YCR052W	III	214994	216445	+	1452	552	603	480	490	461	514	439	432
YCR100C	III	301271	302221	-	951	91	116	95	74	74	95	100	97
YCR107W	III	313890	314981	+	1092	0	0	0	0	0	0	2	2
YCL002C	III;III	110808;111634	111557;111675	-;-	792	195	241	200	220	154	116	117	95
YCL024W	III	79162	82275	+	3114	435	436	361	366	283	268	230	246
YCR060W	III	224399	224734	+	336	177	164	164	162	122	173	161	159
YCR071C	III	240103	240543	-	441	468	439	396	404	399	418	347	306
YCR007C	III	126011	126730	-	720	137	196	177	180	148	150	150	114
YCL012C	III;III	101317;101701	101633;101788	-;-	405	266	230	195	196	244	206	153	175
YCR081C-A	III	258415	258651	-	237	0	0	0	0	0	0	0	0
YCR036W	III	193297	194298	+	1002	1192	1269	1124	1018	906	960	831	835
YCR063W	III	228318	228791	+	474	60	62	50	27	29	35	25	36
YCL042W	III	50584	50943	+	360	7	11	7	10	10	9	2	0
YCR097W-A	III	294439	294705	+	267	1	1	3	0	4	0	3	5
YCR025C	III	163446	163856	-	411	16	20	25	18	22	10	15	16
tK(CUU)C	III	151284	151356	-	73	0	0	0	0	0	0	0	0
YCR069W	III	239055	240011	+	957	1335	1488	1170	1150	1159	1212	1009	1000
YCR041W	III	200911	201243	+	333	0	0	0	0	0	0	0	0
YCR102W-A	III	306735	306932	+	198	0	8	6	11	0	2	3	4
YCR020C-A	III	154830	155096	-	267	81	97	68	85	79	57	69	47
YCL075W	III	2126	2566	+	441	0	0	0	0	0	0	0	0
YCR092C	III	276764	279820	-	3057	315	401	267	244	172	253	185	192
YCR005C	III	120946	122328	-	1383	2301	2657	2158	2272	2291	2370	1986	2105
YCR038W-A	III	199293	199418	+	126	0	0	0	0	0	0	0	0
YCL034W	III	61658	62722	+	1065	579	557	565	496	570	610	555	494
YCL026C-B	III	73405	73986	-	582	135	127	149	127	232	245	238	174
YCR020W-B	III	155320	155556	+	237	77	84	80	56	65	42	29	39
YCR094W	III	286762	287937	+	1176	487	464	460	412	312	328	301	273
YCL028W	III	70150	71367	+	1218	1597	1681	1357	1401	1310	1496	1199	1308
YCL029C	III	68599	69921	-	1323	500	509	461	434	380	447	404	383
YCL074W	III	2824	3750	+	927	0	8	0	2	0	0	0	0
tQ(UUG)C	III	168301	168372	-	72	0	0	0	0	1	0	0	0
YCR086W	III	263392	263964	+	573	187	206	139	173	146	187	149	126
YCR006C	III	122530	123003	-	474	84	100	91	61	81	70	42	88
YCR083W	III	259578	259961	+	384	464	518	493	406	431	423	378	355
YCL039W	III	52645	54882	+	2238	1111	1125	991	1010	1016	1090	938	937
YCL037C	III	57374	58678	-	1305	12	22	33	10	12	10	5	16
tE(UUC)C	III	82462	82533	-	72	4	7	2	0	6	6	9	2
YCL004W	III	109105	110670	+	1566	215	312	227	234	230	216	163	183
YCL076W	III	1392	2135	+	744	0	0	0	0	0	0	0	0
YCR011C	III	133724	136873	-	3150	1599	1619	1476	1444	1223	1242	1084	1005
YCL054W-A	III	30910	30996	+	87	70	88	69	76	33	25	21	16
YCR020C	III	154012	154659	-	648	95	99	71	119	70	84	64	78
YCL065W	III	13751	14119	+	369	0	0	0	0	0	0	0	0
YCL057W	III	24768	26906	+	2139	1600	1776	1434	1408	1175	1266	1056	1041
YCL069W	III	9706	11082	+	1377	0	0	0	0	0	0	0	0
YCR045W-A	III	208751	209101	+	351	0	0	0	0	0	0	0	0
YCL048W	III	42165	43556	+	1392	62	54	34	46	26	41	28	56
YCR002C	III	117380	118348	-	969	905	896	807	839	658	604	580	528
YCR035C	III	191834	193018	-	1185	429	466	423	429	323	374	293	299
YCR066W	III	231500	232963	+	1464	219	199	176	156	193	185	150	157
YCR032W	III	179520	186023	+	6504	615	638	573	576	473	465	419	400
YCL059C	III	22429	23379	-	951	349	391	317	298	170	233	182	178
YCR079W	III	252845	254173	+	1329	731	752	652	614	779	766	734	704
YCR021C	III	156109	157107	-	999	2236	2370	1911	2027	1734	1942	1581	1566
YCL026C-A	III	74704	75285	-	582	2	8	7	9	7	8	11	12
YCL046W	III	46640	46963	+	324	0	0	1	0	1	0	0	1
YCR104W	III	307801	308175	+	375	0	0	0	0	0	0	0	0
YCL001W	III	111916	112482	+	567	537	496	438	456	380	353	331	385
YCR054C	III	218376	220067	-	1692	248	297	246	192	164	198	140	132
YCR046C	III	209914	210423	-	510	367	409	298	311	300	361	337	331
YCR064C	III	228095	228505	-	411	1	2	4	1	6	1	2	1
YCL001W-B	III	113770	114024	+	255	26	35	20	19	25	33	29	11
YCR017C	III	144773	147634	-	2862	1618	1572	1399	1437	1406	1448	1221	1217
YCR097W	III;III;III	293835;293994;294292	293939;294239;294321	+;+;+	381	229	217	210	182	99	109	102	88
YCL041C	III	50133	50627	-	495	12	12	5	10	9	10	8	10
YCR043C	III	206261	206644	-	384	132	152	118	110	110	84	63	80
YCR095W-A	III	289639	289797	+	159	33	32	26	34	24	32	15	14
YCL009C	III	104619	105548	-	930	2796	3027	2457	2651	2116	2044	1822	1821
tP(AGG)C	III	123577	123648	-	72	31	38	26	35	39	37	34	24
YCR014C	III	139185	140933	-	1749	728	817	670	644	696	685	592	541
YCL036W	III	59026	60726	+	1701	129	168	119	117	99	123	74	84
YCR051W	III	214071	214739	+	669	849	778	754	714	736	709	671	609
YCL045C	III	44623	46905	-	2283	1317	1415	1127	1215	1029	976	933	861
YCL005W	III	108021	108791	+	771	281	288	183	187	174	245	163	182
snR43	III	107504	107712	-	209	42	65	54	50	26	37	34	28
YCR088W	III	265068	266846	+	1779	1070	1123	1008	1018	1023	990	877	911
YCR037C	III	194414	197185	-	2772	579	620	448	545	481	462	388	338
YCR077C	III	250238	252628	-	2391	1060	1213	1045	1022	880	881	811	846
YCR009C	III	130745	131542	-	798	1657	1686	1394	1489	1282	1313	1058	1073
YCR098C	III	297049	298605	-	1557	81	91	69	91	75	88	69	95
YCR047W-A	III	211301	211507	+	207	0	0	0	0	0	0	0	0
YCR073W-A	III	246963	247910	+	948	463	545	398	454	453	525	456	462
YCR039C	III	199546	200178	-	633	0	0	0	0	0	0	0	0
YCL032W	III	63441	64481	+	1041	588	615	524	530	514	555	462	462
YCR049C	III	211871	212317	-	447	3	0	2	1	0	0	0	0
YCR076C	III	249293	250045	-	753	492	502	425	537	496	534	429	441
YCL057C-A	III	24032	24325	-	294	443	462	437	360	435	444	400	323
YCR053W	III	216697	218241	+	1545	1344	1544	1266	1398	1067	1197	973	954
YCL008C	III	105696	106853	-	1158	285	309	310	260	275	318	248	282
YCR072C	III	240805	242352	-	1548	313	326	269	271	174	211	151	191
YCR057C	III	220457	223228	-	2772	554	539	492	483	337	379	341	295
YCL044C	III	47111	48364	-	1254	941	980	789	783	729	774	593	653
YCL033C	III	62776	63282	-	507	268	262	218	224	244	243	186	193
YCL030C	III	65934	68333	-	2400	2378	2519	2283	2289	1824	1859	1728	1592
YCL068C	III	11503	12285	-	783	0	0	0	0	0	0	0	0
YCL035C	III	60841	61173	-	333	1768	2007	1509	1640	1622	1615	1514	1462
YCR008W	III	128470	130281	+	1812	1055	1116	953	958	806	788	785	738
tS(CGA)C	III;III	227942;227998	227978;228042	+;+	82	0	0	0	0	1	0	0	0
YCR091W	III	274404	276566	+	2163	383	382	337	330	346	401	338	304
YCR108C	III	315997	316188	-	192	0	0	0	0	0	0	0	0
YCR042C	III	201174	205397	-	4224	1005	1068	910	881	665	657	614	552
snR65	III	177183	177282	+	100	8	12	7	6	3	1	1	5
YCL055W	III	27929	28936	+	1008	350	356	372	316	296	284	247	213
YCR003W	III	118620	119171	+	552	369	378	304	350	229	262	263	183
YCR022C	III	157421	157765	-	345	2	4	6	4	8	9	2	6
YCR089W	III	267434	272263	+	4830	784	749	695	631	653	648	538	566
tG(GCC)C	III	142701	142771	-	71	0	0	0	0	0	0	0	0
YCL016C	III	94621	95763	-	1143	203	229	153	182	214	256	178	177
YCL031C	III	64675	65568	-	894	673	653	585	566	427	429	373	366
YCL048W-A	III	41488	41727	+	240	533	552	494	470	611	659	535	528
YCR018C	III	148238	148903	-	666	922	954	781	693	1361	1314	1127	1072
YCL022C	III	81570	82085	-	516	0	0	0	0	0	0	0	0
YCR087C-A	III	264006	264467	-	462	0	0	0	0	0	0	0	0
tT(AGU)C	III	295484	295556	+	73	0	0	0	0	0	0	0	0
YCL023C	III	78949	79296	-	348	0	0	1	0	2	0	1	0
YCL010C	III	103571	104350	-	780	242	296	199	228	258	301	245	233
YCR001W	III	115685	115999	+	315	16	16	20	9	14	10	13	6
tM(CAU)C	III	149920	149991	+	72	0	0	0	0	0	0	0	0
YCL018W	III	91324	92418	+	1095	650	727	599	606	894	926	795	813
YCR073C	III	242588	246583	-	3996	338	427	351	360	356	324	287	285
YCR048W	III	211929	213761	+	1833	277	324	193	230	192	212	164	181
YCL005W-A	III;III;III	107023;107111;107288	107033;107191;107417	+;+;+	222	42	39	50	39	21	24	22	15
YCR033W	III	186489	190169	+	3681	1154	1340	1073	1075	930	1029	827	906
YCL007C	III	106974	107366	-	393	0	0	1	0	0	2	0	1
YCR019W	III	152837	153928	+	1092	380	391	337	317	248	253	215	248
YCR102C	III	304361	305467	-	1107	28	37	34	22	48	34	46	34
YCR075W-A	III	248975	249202	+	228	41	42	40	33	25	40	27	25
YCL058W-A	III	23584	23925	+	342	0	0	0	0	0	0	0	0
YCL047C	III	43661	44437	-	777	485	437	373	406	327	336	226	290
YCR106W	III	310958	313456	+	2499	0	0	0	0	0	0	0	0
YCR040W	III	200442	200969	+	528	0	0	0	0	0	0	0	0
YCR061W	III	225563	227458	+	1896	405	447	389	395	461	447	441	413
YCR045C	III	208135	209610	-	1476	64	64	50	42	55	76	58	70
YCR085W	III	262916	263269	+	354	12	5	10	10	10	10	10	10
YCR024C-B	III	162599	162865	-	267	1804	1888	1555	1630	1254	1360	1132	1074
YCR101C	III	302482	303030	-	549	67	58	65	74	51	58	56	52
YCL049C	III	39786	40724	-	939	478	549	436	502	478	555	448	390
YCR015C	III	141217	142170	-	954	155	167	131	135	103	106	109	134
snR33	III	142364	142546	-	183	36	27	21	24	45	19	16	18
YCR038C	III	197621	199549	-	1929	213	216	168	161	158	151	112	137
YCL063W	III	17290	18561	+	1272	452	374	327	324	278	254	213	260
YCR024C	III	160744	162222	-	1479	507	527	437	463	309	338	319	253
YCR065W	III	229310	231004	+	1695	331	412	341	346	380	383	363	297
YCR087W	III	263976	264491	+	516	0	0	0	0	0	0	0	1
YCR034W	III	190592	191635	+	1044	326	329	297	252	223	250	194	182
YCL052C	III	34143	35393	-	1251	1108	1013	966	961	789	802	742	761
YCR004C	III	119575	120318	-	744	2159	2353	2039	1929	2182	2269	1907	1843
YCR059C	III	223454	224230	-	777	321	344	306	319	295	304	275	278
tL(CAA)C	III;III	90859;90929	90896;90972	+;+	82	1	4	2	5	2	6	0	4
YCR096C	III	293179	293538	-	360	1	0	1	4	0	0	2	3
YCR028C-A	III;III	172950;173199	173115;173440	-;-	408	813	885	764	803	610	663	558	551
tN(GUU)C	III	127716	127789	+	74	0	0	0	0	0	0	0	0
YCL021W-A	III	83620	83997	+	378	111	88	101	90	90	89	82	93
YCL064C	III	15798	16880	-	1083	109	120	96	93	31	18	32	16
YCR028C	III	170886	172424	-	1539	324	369	399	289	305	361	245	239
YCR082W	III	258883	259269	+	387	1095	1206	960	950	833	832	752	694
YCL061C	III	18816	22106	-	3291	672	707	558	625	468	397	361	354
YCL073C	III	6479	8326	-	1848	0	0	0	0	0	0	2	3
YCR013C	III	138402	139049	-	648	1	0	3	5	2	1	0	2
YCR090C	III	272315	272863	-	549	243	273	245	260	156	178	151	158
YCR084C	III	260311	262452	-	2142	2697	2942	2409	2417	2174	2372	1830	1912
YCR050C	III	213464	213772	-	309	0	1	0	0	0	0	0	0
YCR099C	III	300832	301299	-	468	43	66	56	61	61	41	48	40
YCL066W	III	13282	13809	+	528	0	0	0	0	0	0	0	0
snR189	III	178610	178798	-	189	0	0	1	2	0	2	0	0
YCR095C	III	288170	289258	-	1089	340	339	256	332	162	174	167	124
YCR068W	III	237214	238776	+	1563	746	789	687	752	823	863	664	754
YCL017C	III	92777	94270	-	1494	1071	1059	853	865	823	871	669	756
YCL058C	III	23523	23981	-	459	11	9	19	14	5	5	8	10
YCL014W	III	96281	101191	+	4911	602	596	534	506	465	455	393	408
YCL050C	III	37836	38801	-	966	2070	2029	1830	1779	1256	1419	1115	1138
YCR067C	III	233125	236322	-	3198	758	891	732	759	669	673	547	553
YCR047C	III	210718	211545	-	828	520	558	478	423	362	377	351	333
YCR044C	III	206877	207950	-	1074	230	248	240	238	177	213	177	178
YCR026C	III	164111	166339	-	2229	970	1211	911	979	812	839	781	707
YCR093W	III	280117	286443	+	6327	1275	1361	1221	1111	721	703	614	646
YCR012W	III	137746	138996	+	1251	6467	6697	5788	5779	6339	6492	5919	5656
YCR075C	III	248033	248815	-	783	90	124	113	90	126	129	108	92
YCL043C	III	48653	50221	-	1569	4793	4958	4201	4191	4022	4352	3606	3608
YCL025C	III	76018	77919	-	1902	554	593	531	567	387	419	395	374
YCL067C	III	12386	13018	-	633	0	1	0	0	0	0	0	0
YCR023C	III	158538	160373	-	1836	274	301	295	201	221	249	190	202
YCR010C	III	132273	133124	-	852	5048	5458	4461	4459	5634	5800	4928	4905
YCL056C	III	26925	27359	-	435	641	643	608	573	370	411	367	340
YCR081W	III	254371	258654	+	4284	266	263	255	236	171	160	159	167
YCR018C-A	III	151608	151862	-	255	4	6	15	9	3	1	7	0
YCR030C	III	173826	176438	-	2613	1293	1468	1192	1182	1125	1259	925	1045
YCL027W	III	71803	73341	+	1539	151	158	150	155	132	166	154	156
YCL051W	III	35865	37616	+	1752	497	580	428	440	454	459	459	394
YCL038C	III	54941	56527	-	1587	361	299	337	283	224	267	261	206
YCR027C	III	167370	167999	-	630	252	297	202	237	147	174	179	176
YCL001W-A	III	113080	113541	+	462	27	13	12	17	8	11	18	10
YCR016W	III	143634	144506	+	873	334	372	322	287	200	199	207	189
YCL054W	III	31449	33974	+	2526	1001	966	878	845	507	581	549	492
YCR105W	III	309070	310155	+	1086	0	0	0	0	0	0	0	0
YCR024C-A	III	162945	163067	-	123	1555	1574	1360	1276	1143	1281	1088	1067
YCL020W	III	85102	86418	+	1317	0	0	0	0	0	0	0	0
YCL019W	III	85102	90415	+	5314	115	98	91	60	102	86	98	95
RUF22	VI	199299	199813	-	515	0	0	2	0	0	0	0	0
YFL031C-A	VI	76014	76115	-	102	74	66	61	50	62	70	48	47
YFL026W	VI	82580	83875	+	1296	1104	1208	1001	1000	779	718	749	650
YFR027W	VI	207452	208297	+	846	237	360	289	249	209	212	215	211
YFR052W	VI	252505	253329	+	825	633	697	564	533	432	526	392	442
YFL064C	VI	3322	3846	-	525	8	10	8	7	19	16	14	10
YFL015C	VI	106469	106963	-	495	17	14	3	6	10	5	4	2
YFL011W	VI	112345	113985	+	1641	185	235	206	173	363	325	294	299
YFR017C	VI	182274	182861	-	588	1148	1204	1057	932	1177	1234	1057	1013
YFL018C	VI	101628	103127	-	1500	3687	3899	3311	3374	3213	3315	2892	2869
YFL032W	VI	74872	75192	+	321	0	8	8	0	1	3	2	2
YFR036W	VI	226963	227337	+	375	333	303	296	322	294	303	270	237
YFR006W	VI	156145	157752	+	1608	1555	1588	1416	1510	1131	1009	972	974
YFR021W	VI	194812	196314	+	1503	319	334	248	259	291	271	258	231
tK(CUU)F	VI	226688	226760	-	73	0	1	0	0	0	0	1	0
YFL034W	VI	65477	68698	+	3222	618	595	581	538	573	603	501	470
YFL012W-A	VI	109810	110184	+	375	0	0	0	2	0	0	0	0
YFL024C	VI	87847	90345	-	2499	1455	1559	1357	1367	903	923	817	810
YFL013C	VI	107852	109930	-	2079	907	1022	859	819	751	718	605	638
RUF23	VI	221714	221967	+	254	8	2	6	6	9	2	4	2
YFL046W	VI	42815	43438	+	624	823	882	726	679	530	590	474	483
YFR014C	VI	172537	173877	-	1341	727	722	588	620	654	628	531	543
YFL056C	VI	14305	15431	-	1127	224	255	180	219	261	321	231	222
YFL041W-A	VI	48734	48925	+	192	14	6	12	8	16	6	19	12
YFR055W	VI	264204	265226	+	1023	33	44	29	35	54	40	27	32
YFR013W	VI	169922	172285	+	2364	702	692	593	527	547	528	463	455
YFR049W	VI	248523	248894	+	372	563	608	490	464	551	577	546	492
YFL050C	VI	33272	35848	-	2577	333	352	294	286	249	289	215	269
YFR044C	VI	239992	241437	-	1446	659	720	653	605	556	573	508	512
YFR032C-B	VI	223710	223973	-	264	29	24	29	28	40	24	19	17
YFR034W-A	VI	226022	226309	+	288	3	3	4	4	6	9	4	3
tP(UGG)F	VI;VI	101376;101443	101411;101478	+;+	72	1	1	0	0	0	0	0	2
YFR009W	VI	162488	164746	+	2259	573	640	484	527	440	453	340	379
tA(AGC)F	VI	204924	204996	-	73	1	0	5	0	0	0	0	0
YFL045C	VI	43628	44392	-	765	671	717	674	605	622	682	524	560
YFL068W	VI	53	535	+	483	0	0	0	0	0	0	0	0
YFR018C	VI	183131	184222	-	1092	447	402	416	368	391	434	351	303
YFR034C	VI	225020	225958	-	939	449	482	515	442	431	501	349	365
YFR029W	VI	210937	212973	+	2037	690	638	563	615	537	580	446	479
YFL003C	VI	134521	137157	-	2637	67	75	79	70	51	52	59	56
YFR041C	VI	237368	238255	-	888	391	408	351	366	296	294	264	289
YFL059W	VI	11363	12259	+	897	90	116	81	69	84	134	94	98
YFL062W	VI	6426	7565	+	1140	33	38	34	34	26	26	39	22
YFR026C	VI	205748	206257	-	510	69	83	70	70	68	63	75	68
YFL014W	VI	107256	107585	+	330	16294	16629	14516	14664	18604	19039	16809	16572
YFL066C	VI	1437	2615	-	1179	31	28	46	33	35	42	40	37
YFL047W	VI	40421	42565	+	2145	861	927	747	813	656	689	509	508
YFR032C-A	VI	223258	223437	-	180	370	472	381	364	337	324	269	225
YFR056C	VI	263957	264325	-	369	1	2	7	2	6	3	3	6
RUF20	VI	131061	131503	-	443	60	52	38	37	55	44	31	40
YFL044C	VI	44655	45560	-	906	908	933	853	802	805	859	800	776
YFR011C	VI	166746	167258	-	513	497	481	385	395	298	316	257	270
YFR022W	VI	196833	199034	+	2202	235	296	236	305	287	319	245	229
YFR047C	VI	244279	245166	-	888	751	723	612	677	627	601	501	541
tF(GAA)F	VI;VI	157916;157971	157951;158007	-;-	73	0	0	0	0	0	0	0	0
YFL051C	VI	30058	30540	-	483	35	43	35	37	29	28	13	33
YFL054C	VI	20847	22787	-	1941	1361	1359	1226	1270	1221	1348	1127	1136
YFR036W-A	VI	227451	228101	+	651	1	4	1	0	2	2	0	0
YFR024C-A	VI;VI	201960;203387	203292;203433	-;-	1380	1541	1627	1343	1399	1355	1435	1331	1101
YFR045W	VI;VI	241998;242082	242009;242999	+;+	930	324	356	283	309	272	262	225	216
YFR002W	VI	150016	152535	+	2520	835	892	752	788	513	565	517	479
YFL012W	VI	110647	111093	+	447	14	15	12	13	14	4	8	7
YFL033C	VI	69115	74427	-	5313	943	1005	828	792	657	768	622	661
YFL021W	VI	95966	97498	+	1533	1049	1072	955	1028	751	760	625	573
YFL008W	VI	119429	123106	+	3678	857	887	745	778	599	605	523	556
YFL019C	VI	100252	100605	-	354	33	32	22	28	16	14	11	16
YFR005C	VI	154527	155873	-	1347	179	194	195	179	121	125	76	86
YFL022C	VI	93499	95010	-	1512	1091	1205	927	983	891	962	808	799
YFL028C	VI	79344	80213	-	870	292	350	268	310	201	199	149	172
YFL052W	VI	28232	29629	+	1398	86	119	69	88	54	89	63	62
YFR008W	VI	160535	161200	+	666	128	189	158	145	153	152	127	115
YFL002C	VI	145114	146934	-	1821	511	590	435	470	359	413	321	277
YFL055W	VI	17004	18680	+	1677	425	438	352	338	420	445	332	335
YFL034C-B	VI;VI	63016;63974	63859;63993	-;-	864	397	406	358	383	336	308	284	279
YFR023W	VI	199874	201709	+	1836	93	91	107	95	75	76	52	70
YFR001W	VI	149110	149724	+	615	1067	1041	1010	965	662	749	592	581
YFL023W	VI	90986	93376	+	2391	576	661	587	568	413	433	394	331
YFL020C	VI	99231	99599	-	369	40	44	42	38	30	47	35	32
tY(GUA)F2	VI;VI	210619;210669	210654;210707	-;-	75	1	0	0	0	0	0	0	0
YFL067W	VI	836	1363	+	528	112	125	85	84	103	174	104	117
YFR031C-A	VI;VI	220507;221415	221267;221418	-;-	765	1498	1614	1334	1416	1312	1325	1107	1086
YFL010C	VI	115108	115743	-	636	580	640	622	518	394	496	379	367
tN(GUU)F	VI	137486	137559	-	74	0	2	0	0	4	0	2	1
YFL053W	VI	23423	25198	+	1776	115	145	90	118	92	151	92	104
YFR030W	VI	213312	216419	+	3108	3925	4290	3676	3607	2888	3177	2549	2707
YFR003C	VI	152657	153124	-	468	866	919	815	797	716	772	646	630
YFL039C	VI;VI	53260;54687	54377;54696	-;-	1128	5491	5466	4826	4747	4039	4290	3700	3764
YFL029C	VI	78055	79161	-	1107	347	382	285	292	338	385	326	320
YFL030W	VI	76831	77988	+	1158	2614	2612	2295	2213	2469	2478	2200	2146
YFL058W	VI	12929	13951	+	1023	25	46	36	44	53	43	53	40
YFL016C	VI	104701	106236	-	1536	2761	3024	2667	2588	2633	2755	2427	2384
YFR040W	VI	234242	237250	+	3009	1764	1807	1427	1637	1228	1213	1021	1057
YFL041W	VI	49139	51007	+	1869	907	1020	810	903	816	847	715	746
tS(GCU)F	VI;VI	191513;191577	191557;191613	-;-	82	0	0	0	0	1	0	0	0
tG(GCC)F1	VI	162228	162298	+	71	0	0	0	0	0	0	0	0
YFL036W	VI	58782	62837	+	4056	995	1059	863	848	682	674	653	583
YFR053C	VI	253592	255049	-	1458	8824	9260	7802	7702	9071	9879	8524	8353
YFL048C	VI	38843	40180	-	1338	494	607	523	470	462	520	409	433
YFL015W-A	VI	106415	106732	+	318	2	0	0	0	0	0	0	0
YFR057W	VI	269061	269516	+	456	2	0	0	0	2	0	0	0
YFR046C	VI	243074	244159	-	1086	320	375	279	269	269	304	238	313
YFL037W	VI	56336	57709	+	1374	1212	1311	1090	1041	1142	1097	990	947
YFL061W	VI	9545	10222	+	678	21	18	15	29	20	11	15	11
YFL017C	VI	103983	104462	-	480	285	283	236	218	278	257	211	221
YFR012W	VI	167888	168496	+	609	79	80	76	89	32	52	69	46
YFL034C-A	VI;VI	64243;64921	64599;64932	-;-	369	319	321	294	275	216	236	199	212
YFR010W	VI	165067	166566	+	1500	1488	1618	1394	1388	1293	1360	1097	1043
YFL040W	VI	51350	52972	+	1623	75	76	102	76	79	54	76	68
YFR020W	VI	192737	193435	+	699	817	852	705	693	503	569	512	462
YFR038W	VI	229380	231941	+	2562	738	672	591	608	497	491	423	448
YFR012W-A	VI	169224	169310	+	87	6	12	12	8	12	10	6	11
YFL031W	VI;VI	75179;76092	75839;76147	+;+	717	1062	1184	996	929	1119	981	872	802
YFL017W-A	VI	103699	103932	+	234	99	91	100	89	77	67	58	98
YFL005W	VI	130334	130981	+	648	2044	2259	1799	1874	1629	1598	1375	1487
YFR019W	VI	184502	191338	+	6837	797	890	772	743	562	595	492	440
YFL042C	VI	45720	47744	-	2025	1354	1479	1269	1375	1262	1242	1044	1191
YFR042W	VI	238458	239060	+	603	243	184	197	206	141	146	129	132
YFR050C	VI	249066	249866	-	801	2122	2208	1790	1788	1676	1823	1546	1538
YFR007W	VI	159299	160360	+	1062	363	300	283	330	272	289	233	262
YFL065C	VI	3030	3338	-	309	8	7	0	0	8	8	6	10
YFL038C	VI	55366	55986	-	621	2621	2772	2477	2446	2312	2406	2188	2242
YFR015C	VI	174265	176391	-	2127	559	531	428	453	471	465	469	418
tG(GCC)F2	VI	180974	181044	-	71	0	0	0	0	0	0	0	0
YFR009W-A	VI	163875	164132	+	258	0	0	0	0	0	0	0	0
YFL060C	VI	10301	10969	-	669	52	45	37	36	43	34	33	26
YFR043C	VI	239114	239827	-	714	326	373	288	313	315	335	241	249
YFL049W	VI	36803	38674	+	1872	678	670	537	590	523	570	477	412
YFR052C-A	VI	253429	253734	-	306	37	58	54	37	22	21	10	16
RUF21	VI	57815	58521	-	707	94	93	70	70	57	53	40	55
YFR028C	VI	208413	210068	-	1656	616	676	574	590	458	533	452	494
YFR010W-A	VI	166728	166916	+	189	5	3	2	7	0	1	0	1
YFR051C	VI	250163	251803	-	1641	811	879	702	718	700	699	672	636
YFR016C	VI	177042	180743	-	3702	1843	1921	1524	1609	1342	1294	1173	1150
YFR032C	VI	222090	222959	-	870	27	33	49	28	43	40	41	21
YFL001W	VI	147131	148459	+	1329	246	271	266	184	168	180	162	181
YFR037C	VI	227513	229186	-	1674	636	701	629	569	571	671	543	592
YFL013W-A	VI	107799	108602	+	804	0	7	4	3	5	4	2	1
YFL063W	VI	5066	5521	+	456	4	1	1	2	4	5	0	3
YFR025C	VI	203743	204750	-	1008	365	405	332	349	308	300	251	284
YFL025C	VI	84145	87234	-	3090	416	445	391	385	278	287	282	225
YFR054C	VI	258855	259433	-	579	6	17	12	10	14	27	9	10
YFR033C	VI	224326	224769	-	444	8946	9399	8040	7855	7431	7807	6850	6506
YFR031C	VI	216594	220106	-	3513	805	746	685	641	512	604	488	500
YFL021C-A	VI	95761	96615	-	855	3	4	3	8	6	4	6	4
YFL010W-A	VI	114990	115274	+	285	42	41	47	45	10	22	5	15
YFR039C	VI	232012	233544	-	1533	588	572	483	498	370	430	342	323
YFL027C	VI	80419	81912	-	1494	268	288	264	239	205	206	207	193
YFL007W	VI	123479	129910	+	6432	2523	2564	2131	2325	1871	2091	1709	1696
